Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-72649,"Translation initiation complex formation",1,62,0.004068241469816273,0.48963492737404357,0.5372169814016441,2,2,1.4133276800226132E-4,9606,Homo sapiens,"EIF3L","","R-HSA-156808;R-HSA-157849"
R-HSA-69481,"G2/M Checkpoints",2,153,0.010039370078740157,0.4941704243384293,0.5372169814016441,2,24,0.0016959932160271359,9606,Homo sapiens,"FOSB;MCM10","","R-HSA-176298;R-HSA-176318"
R-HSA-3214815,"HDACs deacetylate histones",1,63,0.004133858267716535,0.49515323747442475,0.5372169814016441,4,5,3.5333192000565333E-4,9606,Homo sapiens,"H3C6","","R-HSA-3777129;R-HSA-3782637;R-HSA-3782655;R-HSA-3769447"
R-HSA-9013406,"RHOQ GTPase cycle",1,63,0.004133858267716535,0.49515323747442475,0.5372169814016441,1,5,3.5333192000565333E-4,9606,Homo sapiens,"CDC42EP1","","R-HSA-9018746"
R-HSA-9753281,"Paracetamol ADME",1,63,0.004133858267716535,0.49515323747442475,0.5372169814016441,1,12,8.479966080135679E-4,9606,Homo sapiens,"SULT1A4","","R-HSA-9753277"
R-HSA-72702,"Ribosomal scanning and start codon recognition",1,64,0.004199475065616798,0.5006122387049671,0.5372169814016441,2,2,1.4133276800226132E-4,9606,Homo sapiens,"EIF3L","","R-HSA-72697;R-HSA-72621"
R-HSA-75893,"TNF signaling",1,64,0.004199475065616798,0.5006122387049671,0.5372169814016441,2,56,0.003957317504063317,9606,Homo sapiens,"OPTN","","R-HSA-5357776;R-HSA-9793680"
R-HSA-6782210,"Gap-filling DNA repair synthesis and ligation in TC-NER",1,66,0.004330708661417323,0.5113548421723235,0.5372169814016441,2,2,1.4133276800226132E-4,9606,Homo sapiens,"POLR2E","","R-HSA-6782227;R-HSA-6782208"
R-HSA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",1,66,0.004330708661417323,0.5113548421723235,0.5372169814016441,2,6,4.2399830400678397E-4,9606,Homo sapiens,"EIF3L","","R-HSA-156808;R-HSA-157849"
R-HSA-201722,"Formation of the beta-catenin:TCF transactivating complex",1,67,0.004396325459317585,0.5166396914695597,0.5372169814016441,1,13,9.186629920146986E-4,9606,Homo sapiens,"H3C6","","R-HSA-3364026"
R-HSA-168325,"Viral Messenger RNA Synthesis",1,69,0.00452755905511811,0.527039553339913,0.5372169814016441,1,6,4.2399830400678397E-4,9606,Homo sapiens,"POLR2E","","R-HSA-168326"
R-HSA-352230,"Amino acid transport across the plasma membrane",1,69,0.00452755905511811,0.527039553339913,0.5372169814016441,1,36,0.0025439898240407037,9606,Homo sapiens,"SLC6A20","","R-HSA-352052"
R-HSA-8939211,"ESR-mediated signaling",3,257,0.016863517060367456,0.5279541879177696,0.5372169814016441,18,114,0.008055967776128896,9606,Homo sapiens,"POLR2E;FOSB;H3C6","","R-HSA-9009065;R-HSA-9011949;R-HSA-9011981;R-HSA-9011983;R-HSA-9011950;R-HSA-9012000;R-HSA-9011971;R-HSA-9009378;R-HSA-9011941;R-HSA-9011975;R-HSA-9012315;R-HSA-9009371;R-HSA-9011997;R-HSA-9012319;R-HSA-9011966;R-HSA-9011985;R-HSA-9011984;R-HSA-9011952"
R-HSA-5658442,"Regulation of RAS by GAPs",1,71,0.004658792650918635,0.5372169814016441,0.5372169814016441,5,5,3.5333192000565333E-4,9606,Homo sapiens,"VASP","","R-HSA-5658438;R-HSA-5658231;R-HSA-5658435;R-HSA-5658430;R-HSA-5658424"
R-HSA-380284,"Loss of proteins required for interphase microtubule organization from the centrosome",1,71,0.004658792650918635,0.5372169814016441,0.5372169814016441,3,3,2.1199915200339198E-4,9606,Homo sapiens,"CSNK1E","","R-HSA-380294;R-HSA-380272;R-HSA-380303"
R-HSA-380259,"Loss of Nlp from mitotic centrosomes",1,71,0.004658792650918635,0.5372169814016441,0.5372169814016441,2,2,1.4133276800226132E-4,9606,Homo sapiens,"CSNK1E","","R-HSA-380272;R-HSA-380303"
R-HSA-9616222,"Transcriptional regulation of granulopoiesis",1,71,0.004658792650918635,0.5372169814016441,0.5372169814016441,1,27,0.0019079923680305278,9606,Homo sapiens,"H3C6","","R-HSA-8865505"
R-HSA-8878171,"Transcriptional regulation by RUNX1",3,261,0.017125984251968505,0.5383588874125343,0.5383588874125343,23,132,0.009327962688149248,9606,Homo sapiens,"SETD1A;H3C6","","R-HSA-8936584;R-HSA-8936616;R-HSA-8937097;R-HSA-8936621;R-HSA-8937037;R-HSA-8865505;R-HSA-8936608;R-HSA-8936481;R-HSA-8936995;R-HSA-8937016;R-HSA-8937113;R-HSA-8937050;R-HSA-8935740;R-HSA-8865491;R-HSA-8936989;R-HSA-8937118;R-HSA-8937022;R-HSA-8935730;R-HSA-8935731;R-HSA-8936979;R-HSA-8936628;R-HSA-8865498;R-HSA-8936599"
R-HSA-156584,"Cytosolic sulfonation of small molecules",1,72,0.004724409448818898,0.5422237645131802,0.5422237645131802,1,24,0.0016959932160271359,9606,Homo sapiens,"SULT1A4","","R-HSA-159358"
R-HSA-5685942,"HDR through Homologous Recombination (HRR)",1,73,0.00479002624671916,0.5471767047115248,0.5471767047115248,2,21,0.001483994064023744,9606,Homo sapiens,"SLX1A","","R-HSA-5693584;R-HSA-5686475"
R-HSA-5693532,"DNA Double-Strand Break Repair",2,169,0.011089238845144357,0.5473070495524365,0.5473070495524365,3,113,0.007985301392127764,9606,Homo sapiens,"ERCC1;SLX1A","","R-HSA-5693584;R-HSA-5686657;R-HSA-5686475"
R-HSA-8854518,"AURKA Activation by TPX2",1,74,0.0048556430446194225,0.5520763775301354,0.5520763775301354,2,2,1.4133276800226132E-4,9606,Homo sapiens,"CSNK1E","","R-HSA-8853405;R-HSA-8853419"
R-HSA-167172,"Transcription of the HIV genome",1,76,0.0049868766404199474,0.56171819265359,0.56171819265359,46,47,0.0033213200480531413,9606,Homo sapiens,"POLR2E","","R-HSA-167111;R-HSA-167115;R-HSA-167113;R-HSA-167118;R-HSA-167181;R-HSA-167117;R-HSA-170706;R-HSA-170704;R-HSA-167121;R-HSA-167191;R-HSA-167130;R-HSA-167192;R-HSA-167128;R-HSA-167134;R-HSA-167196;R-HSA-167197;R-HSA-167133;R-HSA-9613490;R-HSA-167459;R-HSA-167072;R-HSA-167136;R-HSA-167076;R-HSA-167077;R-HSA-9613498;R-HSA-167147;R-HSA-167083;R-HSA-167150;R-HSA-167087;R-HSA-167148;R-HSA-167084;R-HSA-167468;R-HSA-167085;R-HSA-167090;R-HSA-167474;R-HSA-167282;R-HSA-167089;R-HSA-167153;R-HSA-167478;R-HSA-167284;R-HSA-167477;R-HSA-167098;R-HSA-167288;R-HSA-167097;R-HSA-167481;R-HSA-167484;R-HSA-167292"
R-HSA-453279,"Mitotic G1 phase and G1/S transition",2,174,0.01141732283464567,0.563099574220305,0.563099574220305,8,101,0.007137304784114197,9606,Homo sapiens,"FOSB;MCM10","","R-HSA-68960;R-HSA-68914;R-HSA-8961915;R-HSA-68917;R-HSA-68916;R-HSA-68919;R-HSA-68918;R-HSA-68940"
R-HSA-9013408,"RHOG GTPase cycle",1,78,0.005118110236220472,0.5711536930165743,0.5711536930165743,1,6,4.2399830400678397E-4,9606,Homo sapiens,"CDC42EP1","","R-HSA-9014449"
R-HSA-3906995,"Diseases associated with O-glycosylation of proteins",1,78,0.005118110236220472,0.5711536930165743,0.5711536930165743,1,9,6.359974560101759E-4,9606,Homo sapiens,"ADAMTSL1","","R-HSA-6785565"
R-HSA-193368,"Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol",1,78,0.005118110236220472,0.5711536930165743,0.5711536930165743,1,39,0.002755988976044096,9606,Homo sapiens,"HSD3B7","","R-HSA-192097"
R-HSA-1834949,"Cytosolic sensors of pathogen-associated DNA ",1,78,0.005118110236220472,0.5711536930165743,0.5711536930165743,1,50,0.003533319200056533,9606,Homo sapiens,"POLR2E","","R-HSA-1964482"
R-HSA-199992,"trans-Golgi Network Vesicle Budding",1,80,0.005249343832020997,0.5803872669799051,0.5803872669799051,3,19,0.0013426612960214825,9606,Homo sapiens,"STX4","","R-HSA-376357;R-HSA-376369;R-HSA-376364"
R-HSA-198725,"Nuclear Events (kinase and transcription factor activation)",1,80,0.005249343832020997,0.5803872669799051,0.5803872669799051,2,48,0.0033919864320542717,9606,Homo sapiens,"FOSB","","R-HSA-9031624;R-HSA-9031575"
R-HSA-499943,"Interconversion of nucleotide di- and triphosphates",1,80,0.005249343832020997,0.5803872669799051,0.5803872669799051,1,33,0.002331990672037312,9606,Homo sapiens,"AK4","","R-HSA-6788798"
R-HSA-69620,"Cell Cycle Checkpoints",3,279,0.01830708661417323,0.5835237479727209,0.5835237479727209,6,56,0.003957317504063317,9606,Homo sapiens,"FOSB;MCM10;NDEL1","","R-HSA-141409;R-HSA-141431;R-HSA-176298;R-HSA-176318;R-HSA-141422;R-HSA-141439"
R-HSA-380270,"Recruitment of mitotic centrosome proteins and complexes",1,81,0.00531496062992126,0.5849296775010708,0.5849296775010708,3,3,2.1199915200339198E-4,9606,Homo sapiens,"CSNK1E","","R-HSA-380311;R-HSA-380455;R-HSA-380283"
R-HSA-1445148,"Translocation of SLC2A4 (GLUT4) to the plasma membrane",1,81,0.00531496062992126,0.5849296775010708,0.5849296775010708,1,15,0.00105999576001696,9606,Homo sapiens,"STX4","","R-HSA-1449574"
R-HSA-674695,"RNA Polymerase II Pre-transcription Events",1,82,0.005380577427821522,0.5894232101234764,0.5894232101234764,11,17,0.0012013285280192212,9606,Homo sapiens,"POLR2E","","R-HSA-113409;R-HSA-75856;R-HSA-75891;R-HSA-113411;R-HSA-113429;R-HSA-113413;R-HSA-75862;R-HSA-113414;R-HSA-112392;R-HSA-112395;R-HSA-73946"
R-HSA-1226099,"Signaling by FGFR in disease",1,82,0.005380577427821522,0.5894232101234764,0.5894232101234764,1,99,0.006995972016111935,9606,Homo sapiens,"POLR2E","","R-HSA-8851710"
R-HSA-73894,"DNA Repair",4,381,0.025,0.5932573788478009,0.5932573788478009,29,339,0.023955904176383293,9606,Homo sapiens,"INO80E;ERCC1;POLR2E;SLX1A","","R-HSA-109955;R-HSA-9684118;R-HSA-5693584;R-HSA-5696465;R-HSA-6781867;R-HSA-6782069;R-HSA-6782004;R-HSA-6782131;R-HSA-5686657;R-HSA-6782141;R-HSA-6782204;R-HSA-6781818;R-HSA-6782138;R-HSA-5686475;R-HSA-6785732;R-HSA-6782211;R-HSA-6785986;R-HSA-6781824;R-HSA-6782208;R-HSA-5691006;R-HSA-6781833;R-HSA-5690213;R-HSA-6782227;R-HSA-6781840;R-HSA-6782224;R-HSA-5690990;R-HSA-5690991;R-HSA-5690988;R-HSA-6782234"
R-HSA-380287,"Centrosome maturation",1,83,0.005446194225721785,0.5938683876174696,0.5938683876174696,6,6,4.2399830400678397E-4,9606,Homo sapiens,"CSNK1E","","R-HSA-380311;R-HSA-380455;R-HSA-380294;R-HSA-380272;R-HSA-380303;R-HSA-380283"
R-HSA-1169408,"ISG15 antiviral mechanism",1,83,0.005446194225721785,0.5938683876174696,0.5938683876174696,2,16,0.0011306621440180906,9606,Homo sapiens,"JAK1","","R-HSA-1678841;R-HSA-1169406"
R-HSA-5633008,"TP53 Regulates Transcription of Cell Death Genes",1,83,0.005446194225721785,0.5938683876174696,0.5938683876174696,3,68,0.004805314112076885,9606,Homo sapiens,"CRADD","","R-HSA-6800798;R-HSA-6800797;R-HSA-6800794"
R-HSA-9020591,"Interleukin-12 signaling",1,84,0.005511811023622047,0.5982657271960868,0.5982657271960868,4,56,0.003957317504063317,9606,Homo sapiens,"JAK1","","R-HSA-8950448;R-HSA-8950354;R-HSA-8950757;R-HSA-8952807"
R-HSA-8852135,"Protein ubiquitination",1,84,0.005511811023622047,0.5982657271960868,0.5982657271960868,2,32,0.002261324288036181,9606,Homo sapiens,"RNF40","","R-HSA-8942099;R-HSA-8942101"
R-HSA-383280,"Nuclear Receptor transcription pathway",1,86,0.005643044619422572,0.6069189340244194,0.6069189340244194,2,2,1.4133276800226132E-4,9606,Homo sapiens,"ESRRG","","R-HSA-382096;R-HSA-376419"
R-HSA-6783783,"Interleukin-10 signaling",1,86,0.005643044619422572,0.6069189340244194,0.6069189340244194,7,15,0.00105999576001696,9606,Homo sapiens,"JAK1","","R-HSA-6784791;R-HSA-6784006;R-HSA-6784324;R-HSA-6784323;R-HSA-449811;R-HSA-6784319;R-HSA-449803"
R-HSA-6796648,"TP53 Regulates Transcription of DNA Repair Genes",1,86,0.005643044619422572,0.6069189340244194,0.6069189340244194,3,17,0.0012013285280192212,9606,Homo sapiens,"POLR2E","","R-HSA-6797606;R-HSA-6797616;R-HSA-6797712"
R-HSA-6791226,"Major pathway of rRNA processing in the nucleolus and cytosol",2,189,0.012401574803149606,0.6080965902697858,0.6080965902697858,3,7,4.946646880079147E-4,9606,Homo sapiens,"WDR18;CSNK1E","","R-HSA-6791223;R-HSA-6791219;R-HSA-6791218"
R-HSA-9013149,"RAC1 GTPase cycle",2,191,0.012532808398950131,0.6138250980627027,0.6138250980627027,2,6,4.2399830400678397E-4,9606,Homo sapiens,"CDC42EP1;ARHGAP45","","R-HSA-9013145;R-HSA-9013144"
R-HSA-5654738,"Signaling by FGFR2",1,88,0.005774278215223097,0.6153868593822635,0.6153868593822635,4,46,0.0032506536640520105,9606,Homo sapiens,"POLR2E","","R-HSA-6803527;R-HSA-6803523;R-HSA-6803838;R-HSA-6803836"
R-HSA-109581,"Apoptosis",2,192,0.012598425196850394,0.6166654406995273,0.6166654406995273,2,142,0.010034626528160555,9606,Homo sapiens,"H1-0;H1-3","","R-HSA-211239;R-HSA-211247"
R-HSA-1912408,"Pre-NOTCH Transcription and Translation",1,89,0.0058398950131233595,0.6195525771491799,0.6195525771491799,3,28,0.0019786587520316586,9606,Homo sapiens,"H3C6","","R-HSA-9604834;R-HSA-9604831;R-HSA-9604829"
R-HSA-2559582,"Senescence-Associated Secretory Phenotype (SASP)",1,91,0.005971128608923884,0.6277499483181982,0.6277499483181982,2,22,0.0015546604480248746,9606,Homo sapiens,"H3C6","","R-HSA-3788745;R-HSA-3788748"
R-HSA-69278,"Cell Cycle, Mitotic",6,596,0.03910761154855643,0.6283225603680744,0.6283225603680744,42,352,0.024874567168397994,9606,Homo sapiens,"FOSB;MCM10;CSNK1E;OPTN;H3C6;NDEL1","","R-HSA-2245218;R-HSA-380294;R-HSA-2288097;R-HSA-375302;R-HSA-2467809;R-HSA-2562594;R-HSA-2467811;R-HSA-380303;R-HSA-1638803;R-HSA-68940;R-HSA-2294574;R-HSA-3000319;R-HSA-380311;R-HSA-3002811;R-HSA-2294580;R-HSA-380316;R-HSA-380508;R-HSA-8853405;R-HSA-2574845;R-HSA-2468287;R-HSA-3000310;R-HSA-2294590;R-HSA-2574840;R-HSA-68960;R-HSA-9648114;R-HSA-380455;R-HSA-2172678;R-HSA-2294600;R-HSA-8853419;R-HSA-176942;R-HSA-68914;R-HSA-8961915;R-HSA-2484822;R-HSA-68917;R-HSA-68916;R-HSA-380272;R-HSA-68919;R-HSA-2301205;R-HSA-68918;R-HSA-2562526;R-HSA-1638821;R-HSA-380283"
R-HSA-9013404,"RAC2 GTPase cycle",1,92,0.006036745406824147,0.6317825564593613,0.6317825564593613,1,10,7.066638400113067E-4,9606,Homo sapiens,"CDC42EP1","","R-HSA-9014294"
R-HSA-1500620,"Meiosis",1,92,0.006036745406824147,0.6317825564593613,0.6317825564593613,1,15,0.00105999576001696,9606,Homo sapiens,"H3C6","","R-HSA-1214188"
R-HSA-6802957,"Oncogenic MAPK signaling",1,93,0.006102362204724409,0.6357717410107993,0.6357717410107993,1,46,0.0032506536640520105,9606,Homo sapiens,"VASP","","R-HSA-6802837"
R-HSA-141424,"Amplification of signal from the kinetochores",1,94,0.006167979002624672,0.6397179667421342,0.6397179667421342,4,4,2.8266553600452265E-4,9606,Homo sapiens,"NDEL1","","R-HSA-141409;R-HSA-141431;R-HSA-141422;R-HSA-141439"
R-HSA-141444,"Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal",1,94,0.006167979002624672,0.6397179667421342,0.6397179667421342,4,4,2.8266553600452265E-4,9606,Homo sapiens,"NDEL1","","R-HSA-141409;R-HSA-141431;R-HSA-141422;R-HSA-141439"
R-HSA-6807505,"RNA polymerase II transcribes snRNA genes",1,94,0.006167979002624672,0.6397179667421342,0.6397179667421342,8,11,7.773302240124373E-4,9606,Homo sapiens,"POLR2E","","R-HSA-6814885;R-HSA-6814549;R-HSA-6814559;R-HSA-6810238;R-HSA-6814555;R-HSA-6810235;R-HSA-6814554;R-HSA-6810233"
R-HSA-1169410,"Antiviral mechanism by IFN-stimulated genes",1,94,0.006167979002624672,0.6397179667421342,0.6397179667421342,2,31,0.0021906579040350503,9606,Homo sapiens,"JAK1","","R-HSA-1678841;R-HSA-1169406"
R-HSA-446728,"Cell junction organization",1,95,0.006233595800524934,0.6436216934786574,0.6436216934786574,1,37,0.0026146562080418346,9606,Homo sapiens,"VASP","","R-HSA-446364"
R-HSA-447115,"Interleukin-12 family signaling",1,96,0.006299212598425197,0.6474833761536284,0.6474833761536284,28,114,0.008055967776128896,9606,Homo sapiens,"JAK1","","R-HSA-8950537;R-HSA-8984012;R-HSA-8984014;R-HSA-8984001;R-HSA-8950210;R-HSA-8950340;R-HSA-8950405;R-HSA-8983835;R-HSA-6809140;R-HSA-8983834;R-HSA-8983518;R-HSA-8950354;R-HSA-8984021;R-HSA-8950485;R-HSA-8984023;R-HSA-8950441;R-HSA-8983983;R-HSA-8983841;R-HSA-8983845;R-HSA-8950757;R-HSA-448427;R-HSA-1067646;R-HSA-8952807;R-HSA-8950716;R-HSA-8983996;R-HSA-8950448;R-HSA-8950453;R-HSA-8950518"
R-HSA-380320,"Recruitment of NuMA to mitotic centrosomes",1,97,0.006364829396325459,0.6513034648600218,0.6513034648600218,2,2,1.4133276800226132E-4,9606,Homo sapiens,"CSNK1E","","R-HSA-380316;R-HSA-380508"
R-HSA-5689603,"UCH proteinases",1,98,0.006430446194225722,0.6550824049016719,0.6550824049016719,1,11,7.773302240124373E-4,9606,Homo sapiens,"INO80E","","R-HSA-5689544"
R-HSA-9645723,"Diseases of programmed cell death",1,98,0.006430446194225722,0.6550824049016719,0.6550824049016719,1,37,0.0026146562080418346,9606,Homo sapiens,"H3C6","","R-HSA-9710490"
R-HSA-5620912,"Anchoring of the basal body to the plasma membrane",1,99,0.006496062992125984,0.6588206368439462,0.6588206368439462,8,9,6.359974560101759E-4,9606,Homo sapiens,"CSNK1E","","R-HSA-5626228;R-HSA-5626227;R-HSA-5626220;R-HSA-5626223;R-HSA-5626681;R-HSA-5617816;R-HSA-5626699;R-HSA-5638009"
R-HSA-8868773,"rRNA processing in the nucleus and cytosol",2,208,0.013648293963254593,0.6599560872328522,0.6599560872328522,3,15,0.00105999576001696,9606,Homo sapiens,"WDR18;CSNK1E","","R-HSA-6791223;R-HSA-6791219;R-HSA-6791218"
R-HSA-9013423,"RAC3 GTPase cycle",1,100,0.006561679790026247,0.6625185965638462,0.6625185965638462,1,6,4.2399830400678397E-4,9606,Homo sapiens,"CDC42EP1","","R-HSA-9018808"
R-HSA-68877,"Mitotic Prometaphase",2,211,0.01384514435695538,0.6676258944305477,0.6676258944305477,8,20,0.0014133276800226133,9606,Homo sapiens,"CSNK1E;NDEL1","","R-HSA-9648114;R-HSA-2484822;R-HSA-375302;R-HSA-380316;R-HSA-380508;R-HSA-1638803;R-HSA-2468287;R-HSA-1638821"
R-HSA-2682334,"EPH-Ephrin signaling",1,102,0.0066929133858267716,0.6697954196997886,0.6697954196997886,1,56,0.003957317504063317,9606,Homo sapiens,"MYH10","","R-HSA-3928616"
R-HSA-69275,"G2/M Transition",2,212,0.013910761154855643,0.6701515113650371,0.6701515113650371,15,78,0.005511977952088192,9606,Homo sapiens,"CSNK1E;OPTN","","R-HSA-380455;R-HSA-380294;R-HSA-2562594;R-HSA-380303;R-HSA-8853419;R-HSA-3000319;R-HSA-380311;R-HSA-380272;R-HSA-3002811;R-HSA-2562526;R-HSA-8853405;R-HSA-2574845;R-HSA-3000310;R-HSA-380283;R-HSA-2574840"
R-HSA-453274,"Mitotic G2-G2/M phases",2,214,0.014041994750656168,0.6751564829076935,0.6751564829076935,15,80,0.005653310720090453,9606,Homo sapiens,"CSNK1E;OPTN","","R-HSA-380455;R-HSA-380294;R-HSA-2562594;R-HSA-380303;R-HSA-8853419;R-HSA-3000319;R-HSA-380311;R-HSA-380272;R-HSA-3002811;R-HSA-2562526;R-HSA-8853405;R-HSA-2574845;R-HSA-3000310;R-HSA-380283;R-HSA-2574840"
R-HSA-201681,"TCF dependent signaling in response to WNT",2,216,0.014173228346456693,0.6801000246332496,0.6801000246332496,2,71,0.005017313264080277,9606,Homo sapiens,"CSNK1E;H3C6","","R-HSA-3364026;R-HSA-3772435"
R-HSA-400253,"Circadian Clock",1,105,0.006889763779527559,0.6804192455423517,0.6804192455423517,4,59,0.004169316656066709,9606,Homo sapiens,"CSNK1E","","R-HSA-549385;R-HSA-400256;R-HSA-1856948;R-HSA-400382"
R-HSA-72689,"Formation of a pool of free 40S subunits",1,106,0.006955380577427821,0.6838844689798492,0.6838844689798492,1,2,1.4133276800226132E-4,9606,Homo sapiens,"EIF3L","","R-HSA-72676"
R-HSA-8939236,"RUNX1 regulates transcription of genes involved in differentiation of HSCs",1,106,0.006955380577427821,0.6838844689798492,0.6838844689798492,3,15,0.00105999576001696,9606,Homo sapiens,"H3C6","","R-HSA-8865491;R-HSA-8865505;R-HSA-8865498"
R-HSA-5687128,"MAPK6/MAPK4 signaling",1,106,0.006955380577427821,0.6838844689798492,0.6838844689798492,1,40,0.0028266553600452267,9606,Homo sapiens,"CDC42EP1","","R-HSA-5692775"
R-HSA-1640170,"Cell Cycle",7,734,0.048162729658792654,0.6860506932271603,0.6860506932271603,50,451,0.03187053918450993,9606,Homo sapiens,"POLR2E;FOSB;MCM10;CSNK1E;OPTN;H3C6;NDEL1","","R-HSA-380294;R-HSA-375302;R-HSA-2562594;R-HSA-380303;R-HSA-1638803;R-HSA-2294574;R-HSA-380311;R-HSA-3002811;R-HSA-9670149;R-HSA-2294580;R-HSA-380316;R-HSA-8853405;R-HSA-2468287;R-HSA-2294590;R-HSA-380455;R-HSA-2172678;R-HSA-176298;R-HSA-8853419;R-HSA-176942;R-HSA-68914;R-HSA-68917;R-HSA-68916;R-HSA-68919;R-HSA-2301205;R-HSA-68918;R-HSA-176318;R-HSA-1638821;R-HSA-2245218;R-HSA-2288097;R-HSA-2467809;R-HSA-2467811;R-HSA-68940;R-HSA-3000319;R-HSA-380508;R-HSA-2574845;R-HSA-3000310;R-HSA-2574840;R-HSA-68960;R-HSA-9648114;R-HSA-141409;R-HSA-2294600;R-HSA-141422;R-HSA-8961915;R-HSA-2484822;R-HSA-380272;R-HSA-141431;R-HSA-2562526;R-HSA-141439;R-HSA-380283;R-HSA-1214188"
R-HSA-190236,"Signaling by FGFR",1,107,0.007020997375328084,0.6873123441603016,0.6873123441603016,4,142,0.010034626528160555,9606,Homo sapiens,"POLR2E","","R-HSA-6803527;R-HSA-6803523;R-HSA-6803838;R-HSA-6803836"
R-HSA-195258,"RHO GTPase Effectors",3,326,0.021391076115485564,0.687598655834361,0.687598655834361,16,113,0.007985301392127764,9606,Homo sapiens,"MYH10;H3C6;NDEL1","","R-HSA-5668978;R-HSA-419232;R-HSA-5666160;R-HSA-5666129;R-HSA-5625849;R-HSA-5625784;R-HSA-5625848;R-HSA-5625883;R-HSA-5666169;R-HSA-5625797;R-HSA-5625796;R-HSA-5668932;R-HSA-5671919;R-HSA-5625774;R-HSA-5625870;R-HSA-419197"
R-HSA-157579,"Telomere Maintenance",1,109,0.007152230971128609,0.6940576459383528,0.6940576459383528,1,34,0.0024026570560384424,9606,Homo sapiens,"POLR2E","","R-HSA-9670149"
R-HSA-3214847,"HATs acetylate histones",1,110,0.007217847769028871,0.6973758600242183,0.6973758600242183,8,15,0.00105999576001696,9606,Homo sapiens,"H3C6","","R-HSA-5144542;R-HSA-3301345;R-HSA-3318486;R-HSA-3301237;R-HSA-3662335;R-HSA-3697008;R-HSA-3697920;R-HSA-3318413"
R-HSA-69618,"Mitotic Spindle Checkpoint",1,111,0.007283464566929134,0.7006583009192612,0.7006583009192612,4,7,4.946646880079147E-4,9606,Homo sapiens,"NDEL1","","R-HSA-141409;R-HSA-141431;R-HSA-141422;R-HSA-141439"
R-HSA-192105,"Synthesis of bile acids and bile salts",1,113,0.007414698162729659,0.7071173924110081,0.7071173924110081,3,83,0.005865309872093845,9606,Homo sapiens,"HSD3B7","","R-HSA-192097;R-HSA-193816;R-HSA-193789"
R-HSA-2559580,"Oxidative Stress Induced Senescence",1,114,0.007480314960629921,0.7102947974808456,0.7102947974808456,5,40,0.0028266553600452267,9606,Homo sapiens,"H3C6","","R-HSA-3229089;R-HSA-3222593;R-HSA-3223200;R-HSA-3240295;R-HSA-3229102"
R-HSA-68867,"Assembly of the pre-replicative complex",1,114,0.007480314960629921,0.7102947974808456,0.7102947974808456,2,23,0.0016253268320260052,9606,Homo sapiens,"H3C6","","R-HSA-9749197;R-HSA-9749098"
R-HSA-1912422,"Pre-NOTCH Expression and Processing",1,114,0.007480314960629921,0.7102947974808456,0.7102947974808456,3,38,0.002685322592042965,9606,Homo sapiens,"H3C6","","R-HSA-9604834;R-HSA-9604831;R-HSA-9604829"
R-HSA-1852241,"Organelle biogenesis and maintenance",3,338,0.022178477690288714,0.7108461092384957,0.7108461092384957,18,86,0.006077309024097237,9606,Homo sapiens,"IFT27;CSNK1E;LZTFL1","","R-HSA-5624949;R-HSA-5626228;R-HSA-5625424;R-HSA-5626227;R-HSA-5625426;R-HSA-5617820;R-HSA-5624127;R-HSA-5626681;R-HSA-5617816;R-HSA-5624952;R-HSA-5638009;R-HSA-5624129;R-HSA-5617825;R-HSA-5625421;R-HSA-5626220;R-HSA-5626223;R-HSA-5625416;R-HSA-5626699"
